# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2050-01-01
#
# GRDC-No.:              1234567
# River:                 River A
# Station:               Station A
# Country:               Country A
# Latitude (DD):       47.51
# Longitude (DD):      10.05
# Catchment area (km²):      -999.000
# Altitude (m ASL):        -999.000
# Next downstream station:      1234568
# Remarks:               
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 1989-12
# No. of years:          60
# Last update:           3050-01-01
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 365
# DATA
YYYY-MM-DD;hh:mm; Value
1942-05-30;--:--;88.29
1942-05-31;--:--;87.62
1942-06-01;--:--;86.59
1942-06-02;--:--;85.78
1942-06-03;--:--;84.44
1942-06-04;--:--;85.56
1942-06-05;--:--;87.1
1942-06-06;--:--;85.2
1942-06-07;--:--;87.9
1942-06-08;--:--;83.4
1942-06-09;--:--;85.96
1942-06-10;--:--;83.37
1942-06-11;--:--;85.35
1942-06-12;--:--;86.3
1942-06-13;--:--;87.66
1942-06-14;--:--;76.79
1942-06-15;--:--;84.39
1942-06-16;--:--;81.7
1942-06-17;--:--;82.94
1942-06-18;--:--;81.01
1942-06-19;--:--;79.64
1942-06-20;--:--;81.13
1942-06-21;--:--;83.16
1942-06-22;--:--;81.74
1942-06-23;--:--;77.71
1942-06-24;--:--;79.08
1942-06-25;--:--;83.25
1942-06-26;--:--;78.22
1942-06-27;--:--;78.28
1942-06-28;--:--;75.1
1942-06-29;--:--;77.98
1942-06-30;--:--;76.2
1942-07-01;--:--;74.36
1942-07-02;--:--;76.78
1942-07-03;--:--;76.39
1942-07-04;--:--;74.68
1942-07-05;--:--;75.08
1942-07-06;--:--;73.75
1942-07-07;--:--;73.91
1942-07-08;--:--;69.47
1942-07-09;--:--;74.65
1942-07-10;--:--;70.11
1942-07-11;--:--;72.4
1942-07-12;--:--;72.98
1942-07-13;--:--;70.28
1942-07-14;--:--;66.51
1942-07-15;--:--;69.02
1942-07-16;--:--;69.18
1942-07-17;--:--;67.85
1942-07-18;--:--;67.06
1942-07-19;--:--;69.43
1942-07-20;--:--;69.91
1942-07-21;--:--;67.4
1942-07-22;--:--;67.12
1942-07-23;--:--;64.71
1942-07-24;--:--;67.57
1942-07-25;--:--;67.47
1942-07-26;--:--;68.24
1942-07-27;--:--;62.7
1942-07-28;--:--;64.13
1942-07-29;--:--;61.14
1942-07-30;--:--;63.93
1942-07-31;--:--;62.28
1942-08-01;--:--;61.85
1942-08-02;--:--;64.22
1942-08-03;--:--;64.2
1942-08-04;--:--;62.14
1942-08-05;--:--;61.31
1942-08-06;--:--;57.6
1942-08-07;--:--;59.97
1942-08-08;--:--;57.09
1942-08-09;--:--;59.17
1942-08-10;--:--;56.71
1942-08-11;--:--;56.43
1942-08-12;--:--;56.01
1942-08-13;--:--;52.57
1942-08-14;--:--;52.94
1942-08-15;--:--;54.71
1942-08-16;--:--;53.56
1942-08-17;--:--;54.92
1942-08-18;--:--;53.82
1942-08-19;--:--;49.78
1942-08-20;--:--;53.07
1942-08-21;--:--;56.42
1942-08-22;--:--;56.58
1942-08-23;--:--;51.48
1942-08-24;--:--;51.46
1942-08-25;--:--;51.71
1942-08-26;--:--;52.9
1942-08-27;--:--;53.16
1942-08-28;--:--;53.8
1942-08-29;--:--;56.21
1942-08-30;--:--;58.67
1942-08-31;--:--;54.63
1942-09-01;--:--;59.18
1942-09-02;--:--;55.12
1942-09-03;--:--;55.05
1942-09-04;--:--;58.39
1942-09-05;--:--;51.85
1942-09-06;--:--;54
1942-09-07;--:--;53.86
1942-09-08;--:--;57.38
1942-09-09;--:--;57.06
1942-09-10;--:--;58.88
1942-09-11;--:--;59.47
1942-09-12;--:--;58.97
1942-09-13;--:--;56.78
1942-09-14;--:--;64.48
1942-09-15;--:--;60.22
1942-09-16;--:--;62.38
1942-09-17;--:--;61.4
1942-09-18;--:--;63.26
1942-09-19;--:--;61.98
1942-09-20;--:--;59.89
1942-09-21;--:--;59.48
1942-09-22;--:--;66.4
1942-09-23;--:--;66.26
1942-09-24;--:--;67.26
1942-09-25;--:--;65.42
1942-09-26;--:--;66.64
1942-09-27;--:--;64.57
1942-09-28;--:--;66.97
1942-09-29;--:--;67.14
1942-09-30;--:--;70.09
1942-10-01;--:--;69.25
1942-10-02;--:--;70.69
1942-10-03;--:--;65.28
1942-10-04;--:--;73.75
1942-10-05;--:--;73.14
1942-10-06;--:--;71.19
1942-10-07;--:--;74.48
1942-10-08;--:--;74.61
1942-10-09;--:--;75.8
1942-10-10;--:--;75.92
1942-10-11;--:--;79.13
1942-10-12;--:--;80.76
1942-10-13;--:--;78.44
1942-10-14;--:--;80.47
1942-10-15;--:--;85.12
1942-10-16;--:--;83.15
1942-10-17;--:--;83.91
1942-10-18;--:--;87.99
1942-10-19;--:--;87.39
1942-10-20;--:--;85.84
1942-10-21;--:--;90.53
1942-10-22;--:--;88.43
1942-10-23;--:--;88.48
1942-10-24;--:--;91.93
1942-10-25;--:--;89.83
1942-10-26;--:--;91.28
1942-10-27;--:--;94.56
1942-10-28;--:--;93.72
1942-10-29;--:--;97.26
1942-10-30;--:--;98.29
1942-10-31;--:--;99.91
1942-11-01;--:--;100.04
1942-11-02;--:--;95.24
1942-11-03;--:--;93.03
1942-11-04;--:--;94.8
1942-11-05;--:--;98.87
1942-11-06;--:--;99.89
1942-11-07;--:--;95.16
1942-11-08;--:--;98.77
1942-11-09;--:--;100.08
1942-11-10;--:--;96.7
1942-11-11;--:--;99.96
1942-11-12;--:--;98.23
1942-11-13;--:--;100.63
1942-11-14;--:--;101.15
1942-11-15;--:--;103.69
1942-11-16;--:--;103.55
1942-11-17;--:--;99.37
1942-11-18;--:--;102.36
1942-11-19;--:--;102.03
1942-11-20;--:--;97.66
1942-11-21;--:--;101.36
1942-11-22;--:--;105.17
1942-11-23;--:--;100.58
1942-11-24;--:--;101.59
1942-11-25;--:--;99.46
1942-11-26;--:--;101.76
1942-11-27;--:--;99.81
1942-11-28;--:--;100.67
1942-11-29;--:--;106.69
1942-11-30;--:--;100.9
1942-12-01;--:--;98.43
1942-12-02;--:--;101.85
1942-12-03;--:--;100.19
1942-12-04;--:--;101.86
1942-12-05;--:--;102.17
1942-12-06;--:--;98.93
1942-12-07;--:--;99.86
1942-12-08;--:--;102.57
1942-12-09;--:--;95.88
1942-12-10;--:--;100.85
1942-12-11;--:--;99.81
1942-12-12;--:--;100.57
1942-12-13;--:--;94.28
1942-12-14;--:--;97.54
1942-12-15;--:--;94.89
1942-12-16;--:--;95.63
1942-12-17;--:--;93.46
1942-12-18;--:--;93.68
1942-12-19;--:--;93.03
1942-12-20;--:--;90.4
1942-12-21;--:--;86.43
1942-12-22;--:--;84.16
1942-12-23;--:--;85.08
1942-12-24;--:--;85.81
1942-12-25;--:--;81
1942-12-26;--:--;80.29
1942-12-27;--:--;83.53
1942-12-28;--:--;82.81
1942-12-29;--:--;80.69
1942-12-30;--:--;74.05
1942-12-31;--:--;76.28
1943-01-01;--:--;74.36
1943-01-02;--:--;72.67
1943-01-03;--:--;74.51
1943-01-04;--:--;74.44
1943-01-05;--:--;67.77
1943-01-06;--:--;72.44
1943-01-07;--:--;71.67
1943-01-08;--:--;70.21
1943-01-09;--:--;68.35
1943-01-10;--:--;68.35
1943-01-11;--:--;67.4
1943-01-12;--:--;67.75
1943-01-13;--:--;66.53
1943-01-14;--:--;67.53
1943-01-15;--:--;66.67
1943-01-16;--:--;64.71
1943-01-17;--:--;63.19
1943-01-18;--:--;62.61
1943-01-19;--:--;60.21
1943-01-20;--:--;59.28
1943-01-21;--:--;59.2
1943-01-22;--:--;62.42
1943-01-23;--:--;55.62
1943-01-24;--:--;60.32
1943-01-25;--:--;59.4
1943-01-26;--:--;54.89
1943-01-27;--:--;57.21
1943-01-28;--:--;55.81
1943-01-29;--:--;51.85
1943-01-30;--:--;56.92
1943-01-31;--:--;52.95
1943-02-01;--:--;52.77
1943-02-02;--:--;53.22
1943-02-03;--:--;50.83
1943-02-04;--:--;50.56
1943-02-05;--:--;50.57
1943-02-06;--:--;51.8
1943-02-07;--:--;48.96
1943-02-08;--:--;52.93
1943-02-09;--:--;50.28
1943-02-10;--:--;45.6
1943-02-11;--:--;49.84
1943-02-12;--:--;45.55
1943-02-13;--:--;46.14
1943-02-14;--:--;48.16
1943-02-15;--:--;49.85
1943-02-16;--:--;46.22
1943-02-17;--:--;46.95
1943-02-18;--:--;45.5
1943-02-19;--:--;45.07
1943-02-20;--:--;50.27
1943-02-21;--:--;49.3
1943-02-22;--:--;49.02
1943-02-23;--:--;48.92
1943-02-24;--:--;51.92
1943-02-25;--:--;49.69
1943-02-26;--:--;46.03
1943-02-27;--:--;50.68
1943-02-28;--:--;50.31
1943-03-01;--:--;44.36
1943-03-02;--:--;53.24
1943-03-03;--:--;52.26
1943-03-04;--:--;51.32
1943-03-05;--:--;54.32
1943-03-06;--:--;49.6
1943-03-07;--:--;56.5
1943-03-08;--:--;51.88
1943-03-09;--:--;53.71
1943-03-10;--:--;51.35
1943-03-11;--:--;49.77
1943-03-12;--:--;46.82
1943-03-13;--:--;50.48
1943-03-14;--:--;50.8
1943-03-15;--:--;49.98
1943-03-16;--:--;52.86
1943-03-17;--:--;54.59
1943-03-18;--:--;53.3
1943-03-19;--:--;55.38
1943-03-20;--:--;57.33
1943-03-21;--:--;55.21
1943-03-22;--:--;58.07
1943-03-23;--:--;54.86
1943-03-24;--:--;56.6
1943-03-25;--:--;56.33
1943-03-26;--:--;58.28
1943-03-27;--:--;57.03
1943-03-28;--:--;54.26
1943-03-29;--:--;59.06
1943-03-30;--:--;59.66
1943-03-31;--:--;58.43
1943-04-01;--:--;57.72
1943-04-02;--:--;55.03
1943-04-03;--:--;61.64
1943-04-04;--:--;58.82
1943-04-05;--:--;62.04
1943-04-06;--:--;58.37
1943-04-07;--:--;57.22
1943-04-08;--:--;62.95
1943-04-09;--:--;60.74
1943-04-10;--:--;60.53
1943-04-11;--:--;61.37
1943-04-12;--:--;63.68
1943-04-13;--:--;60.25
1943-04-14;--:--;60.83
1943-04-15;--:--;65.41
1943-04-16;--:--;66.3
1943-04-17;--:--;63.67
1943-04-18;--:--;69.08
1943-04-19;--:--;65.33
1943-04-20;--:--;66.8
1943-04-21;--:--;64.74
1943-04-22;--:--;64.99
1943-04-23;--:--;67.99
1943-04-24;--:--;70.55
1943-04-25;--:--;66.53
1943-04-26;--:--;67.85
1943-04-27;--:--;67.89
1943-04-28;--:--;70.7
1943-04-29;--:--;68.98
1943-04-30;--:--;70.75
1943-05-01;--:--;67.93
1943-05-02;--:--;69.1
1943-05-03;--:--;76.27
1943-05-04;--:--;74.85
1943-05-05;--:--;73.41
1943-05-06;--:--;77.19
1943-05-07;--:--;74.83
1943-05-08;--:--;75.82
1943-05-09;--:--;77.53
1943-05-10;--:--;79.69
1943-05-11;--:--;79.18
1943-05-12;--:--;81.36
1943-05-13;--:--;84.67
1943-05-14;--:--;82.38
1943-05-15;--:--;84.12
1943-05-16;--:--;88.39
1943-05-17;--:--;87.16
1943-05-18;--:--;87.65
1943-05-19;--:--;84.63
1943-05-20;--:--;89.89
1943-05-21;--:--;87.37
1943-05-22;--:--;87.75
1943-05-23;--:--;89.35
1943-05-24;--:--;88.96
1943-05-25;--:--;96.1
1943-05-26;--:--;93.95
1943-05-27;--:--;95.11
1943-05-28;--:--;99.99
1943-05-29;--:--;96.68
1943-05-30;--:--;97.56
1943-05-31;--:--;96.68
1943-06-01;--:--;98.61
1943-06-02;--:--;100.43
1943-06-03;--:--;100.46
1943-06-04;--:--;102.78
1943-06-05;--:--;105.35
1943-06-06;--:--;102.6
1943-06-07;--:--;99.3
1943-06-08;--:--;105.58
1943-06-09;--:--;107.27
1943-06-10;--:--;107.35
1943-06-11;--:--;106.86
1943-06-12;--:--;106.87
1943-06-13;--:--;108.96
1943-06-14;--:--;112.77
1943-06-15;--:--;106.24
1943-06-16;--:--;109.77
1943-06-17;--:--;112.39
1943-06-18;--:--;115.39
1943-06-19;--:--;116.61
1943-06-20;--:--;113.93
1943-06-21;--:--;110.97
1943-06-22;--:--;119.82
1943-06-23;--:--;119.08
1943-06-24;--:--;120.4
1943-06-25;--:--;119.99
1943-06-26;--:--;120.41
1943-06-27;--:--;121.29
1943-06-28;--:--;119.9
1943-06-29;--:--;120.95
1943-06-30;--:--;123.62
1943-07-01;--:--;121.88
1943-07-02;--:--;123.95
1943-07-03;--:--;125.69
1943-07-04;--:--;123.63
1943-07-05;--:--;124.6
1943-07-06;--:--;121.89
1943-07-07;--:--;124.88
1943-07-08;--:--;124.87
1943-07-09;--:--;120.78
1943-07-10;--:--;124.64
1943-07-11;--:--;124.26
1943-07-12;--:--;123.76
1943-07-13;--:--;123.06
1943-07-14;--:--;121.33
1943-07-15;--:--;122.31
1943-07-16;--:--;118.61
1943-07-17;--:--;122.28
1943-07-18;--:--;116.57
1943-07-19;--:--;121.48
1943-07-20;--:--;116.8
1943-07-21;--:--;114.6
1943-07-22;--:--;114.53
1943-07-23;--:--;114.2
1943-07-24;--:--;111.08
1943-07-25;--:--;111.54
1943-07-26;--:--;112.3
1943-07-27;--:--;114.84
1943-07-28;--:--;109.11
1943-07-29;--:--;107.81
1943-07-30;--:--;108.42
1943-07-31;--:--;104.19
1943-08-01;--:--;103.26
1943-08-02;--:--;105.79
1943-08-03;--:--;103.99
1943-08-04;--:--;101.57
1943-08-05;--:--;99.46
1943-08-06;--:--;97.42
1943-08-07;--:--;98.2
1943-08-08;--:--;95.03
1943-08-09;--:--;96.42
1943-08-10;--:--;97.06
1943-08-11;--:--;95.5
1943-08-12;--:--;92.46
1943-08-13;--:--;92.81
1943-08-14;--:--;91.66
1943-08-15;--:--;89.95
1943-08-16;--:--;88.85
1943-08-17;--:--;86.6
1943-08-18;--:--;91.55
1943-08-19;--:--;86.19
1943-08-20;--:--;80.52
1943-08-21;--:--;85.43
1943-08-22;--:--;81.3
1943-08-23;--:--;80.6
1943-08-24;--:--;83.77
1943-08-25;--:--;81.44
1943-08-26;--:--;80.61
1943-08-27;--:--;74.88
1943-08-28;--:--;74.1
1943-08-29;--:--;70.38
1943-08-30;--:--;74.29
1943-08-31;--:--;73.59
1943-09-01;--:--;70.59
1943-09-02;--:--;70.55
1943-09-03;--:--;63.86
1943-09-04;--:--;70.67
1943-09-05;--:--;63.64
1943-09-06;--:--;67.69
1943-09-07;--:--;66.6
1943-09-08;--:--;61.78
1943-09-09;--:--;63.85
1943-09-10;--:--;62.6
1943-09-11;--:--;61.78
1943-09-12;--:--;60.99
1943-09-13;--:--;58.88
1943-09-14;--:--;60.61
1943-09-15;--:--;57.47
1943-09-16;--:--;55.91
1943-09-17;--:--;53.68
1943-09-18;--:--;57.23
1943-09-19;--:--;56.05
1943-09-20;--:--;53.55
1943-09-21;--:--;58.97
1943-09-22;--:--;50.62
1943-09-23;--:--;50.65
1943-09-24;--:--;51.39
1943-09-25;--:--;54.09
1943-09-26;--:--;52.49
1943-09-27;--:--;52.69
1943-09-28;--:--;49.1
1943-09-29;--:--;49.9
1943-09-30;--:--;53.25
1943-10-01;--:--;49.01
1943-10-02;--:--;56.03
1943-10-03;--:--;50.74
1943-10-04;--:--;53.92
1943-10-05;--:--;51.92
1943-10-06;--:--;45.35
1943-10-07;--:--;53.38
1943-10-08;--:--;49.57
1943-10-09;--:--;51.3
1943-10-10;--:--;48.96
1943-10-11;--:--;46.07
1943-10-12;--:--;49.55
1943-10-13;--:--;51.76
1943-10-14;--:--;44.2
1943-10-15;--:--;46.06
1943-10-16;--:--;48.36
1943-10-17;--:--;53.11
1943-10-18;--:--;43.05
1943-10-19;--:--;44.46
1943-10-20;--:--;47.38
1943-10-21;--:--;45.14
1943-10-22;--:--;42.52
1943-10-23;--:--;50.27
1943-10-24;--:--;48.41
1943-10-25;--:--;48.47
1943-10-26;--:--;43.49
1943-10-27;--:--;45.38
1943-10-28;--:--;47.19
1943-10-29;--:--;43.63
1943-10-30;--:--;44.48
1943-10-31;--:--;43.82
1943-11-01;--:--;42.49
1943-11-02;--:--;44.38
1943-11-03;--:--;40.02
1943-11-04;--:--;41.34
1943-11-05;--:--;44.82
1943-11-06;--:--;46.83
1943-11-07;--:--;43.24
1943-11-08;--:--;43.32
1943-11-09;--:--;40.19
1943-11-10;--:--;39.33
1943-11-11;--:--;43
1943-11-12;--:--;39.61
1943-11-13;--:--;42.25
1943-11-14;--:--;40.36
1943-11-15;--:--;41.1
1943-11-16;--:--;40.46
1943-11-17;--:--;39.12
1943-11-18;--:--;39.73
1943-11-19;--:--;38.87
1943-11-20;--:--;41.62
1943-11-21;--:--;36.65
1943-11-22;--:--;38.38
1943-11-23;--:--;37.34
1943-11-24;--:--;37.39
1943-11-25;--:--;42.73
1943-11-26;--:--;38.55
1943-11-27;--:--;38.59
1943-11-28;--:--;34.52
1943-11-29;--:--;42.57
1943-11-30;--:--;39.14
1943-12-01;--:--;38.41
1943-12-02;--:--;38.22
1943-12-03;--:--;39.15
1943-12-04;--:--;39.66
1943-12-05;--:--;43.28
1943-12-06;--:--;33.36
1943-12-07;--:--;40.8
1943-12-08;--:--;38.84
1943-12-09;--:--;41.5
1943-12-10;--:--;39.28
1943-12-11;--:--;35.21
1943-12-12;--:--;38.4
1943-12-13;--:--;38.05
1943-12-14;--:--;33.14
1943-12-15;--:--;37
1943-12-16;--:--;37.15
1943-12-17;--:--;35.95
1943-12-18;--:--;36.29
1943-12-19;--:--;36.61
1943-12-20;--:--;39.68
1943-12-21;--:--;37.87
1943-12-22;--:--;37.24
1943-12-23;--:--;34.96
1943-12-24;--:--;36.45
1943-12-25;--:--;38.2
1943-12-26;--:--;36.71
1943-12-27;--:--;36.63
1943-12-28;--:--;33.91
1943-12-29;--:--;36.99
1943-12-30;--:--;38.3
1943-12-31;--:--;36.7
1944-01-01;--:--;35.9
1944-01-02;--:--;40.85
1944-01-03;--:--;35.55
1944-01-04;--:--;36.6
1944-01-05;--:--;35.89
1944-01-06;--:--;37.25
1944-01-07;--:--;38.72
1944-01-08;--:--;39.27
1944-01-09;--:--;37.69
1944-01-10;--:--;42.84
1944-01-11;--:--;38.85
1944-01-12;--:--;38.21
1944-01-13;--:--;42.88
1944-01-14;--:--;43.08
1944-01-15;--:--;40.13
1944-01-16;--:--;36.26
1944-01-17;--:--;38.51
1944-01-18;--:--;40.52
1944-01-19;--:--;40.03
1944-01-20;--:--;41.57
1944-01-21;--:--;39.99
1944-01-22;--:--;40.08
1944-01-23;--:--;41.86
1944-01-24;--:--;44.07
1944-01-25;--:--;42.11
1944-01-26;--:--;39.91
1944-01-27;--:--;42
1944-01-28;--:--;38.32
1944-01-29;--:--;43.88
1944-01-30;--:--;43.19
1944-01-31;--:--;43.85
1944-02-01;--:--;43.44
1944-02-02;--:--;45.8
1944-02-03;--:--;41.04
1944-02-04;--:--;44.32
1944-02-05;--:--;45.34
1944-02-06;--:--;43.42
1944-02-07;--:--;41.58
1944-02-08;--:--;47.06
1944-02-09;--:--;42.77
1944-02-10;--:--;44.95
1944-02-11;--:--;40.64
1944-02-12;--:--;44.55
1944-02-13;--:--;46.56
1944-02-14;--:--;45.92
1944-02-15;--:--;47
1944-02-16;--:--;44.69
1944-02-17;--:--;43.41
1944-02-18;--:--;47.31
1944-02-19;--:--;44.1
1944-02-20;--:--;45.88
1944-02-21;--:--;47.79
1944-02-22;--:--;45.65
1944-02-23;--:--;48.66
1944-02-24;--:--;48.75
1944-02-25;--:--;50.3
1944-02-26;--:--;48.66
1944-02-27;--:--;49.24
1944-02-28;--:--;47.71
1944-02-29;--:--;46.6
1944-03-01;--:--;45.43
1944-03-02;--:--;51.11
1944-03-03;--:--;49.06
1944-03-04;--:--;49.47
1944-03-05;--:--;46.85
1944-03-06;--:--;51.38
1944-03-07;--:--;54.42
1944-03-08;--:--;49.93
1944-03-09;--:--;53.21
1944-03-10;--:--;49.09
1944-03-11;--:--;49.99
1944-03-12;--:--;49.89
1944-03-13;--:--;55.35
1944-03-14;--:--;54.87
1944-03-15;--:--;54.91
1944-03-16;--:--;48.91
1944-03-17;--:--;54.37
1944-03-18;--:--;56.35
1944-03-19;--:--;54.17
1944-03-20;--:--;52.31
1944-03-21;--:--;57.11
1944-03-22;--:--;55.13
1944-03-23;--:--;48.14
1944-03-24;--:--;55.3
1944-03-25;--:--;54.95
1944-03-26;--:--;57.07
1944-03-27;--:--;58.49
1944-03-28;--:--;51.46
1944-03-29;--:--;54.18
1944-03-30;--:--;56.66
1944-03-31;--:--;58.58
1944-04-01;--:--;57.49
1944-04-02;--:--;59.14
1944-04-03;--:--;57.3
1944-04-04;--:--;56.12
1944-04-05;--:--;60.44
1944-04-06;--:--;57.86
1944-04-07;--:--;55.51
1944-04-08;--:--;58.86
1944-04-09;--:--;57.94
1944-04-10;--:--;60.25
1944-04-11;--:--;58.32
1944-04-12;--:--;59.56
1944-04-13;--:--;59.25
1944-04-14;--:--;58.57
1944-04-15;--:--;62.32
1944-04-16;--:--;61.72
1944-04-17;--:--;61.78
1944-04-18;--:--;63.26
1944-04-19;--:--;65.83
1944-04-20;--:--;62.44
1944-04-21;--:--;64.57
1944-04-22;--:--;61.98
1944-04-23;--:--;63.6
1944-04-24;--:--;63.51
1944-04-25;--:--;66.31
1944-04-26;--:--;63.55
1944-04-27;--:--;66.47
1944-04-28;--:--;63.4
1944-04-29;--:--;66.01
1944-04-30;--:--;69.93
1944-05-01;--:--;65.92
1944-05-02;--:--;68.69
1944-05-03;--:--;70.19
1944-05-04;--:--;69.25
1944-05-05;--:--;70.48
1944-05-06;--:--;69.72
1944-05-07;--:--;69.86
1944-05-08;--:--;72.31
1944-05-09;--:--;66.37
1944-05-10;--:--;74.87
1944-05-11;--:--;69.39
1944-05-12;--:--;71.44
1944-05-13;--:--;72.65
1944-05-14;--:--;72.33
1944-05-15;--:--;78.78
1944-05-16;--:--;72.72
1944-05-17;--:--;76.36
1944-05-18;--:--;76.03
1944-05-19;--:--;74.42
1944-05-20;--:--;76.92
1944-05-21;--:--;78.78
1944-05-22;--:--;77.15
1944-05-23;--:--;78.91
1944-05-24;--:--;78.15
1944-05-25;--:--;77.67
1944-05-26;--:--;83.76
1944-05-27;--:--;80.31
1944-05-28;--:--;80.97
1944-05-29;--:--;82.05
1944-05-30;--:--;81.02
1944-05-31;--:--;81.94
1944-06-01;--:--;81.69
1944-06-02;--:--;83.09
1944-06-03;--:--;85.96
1944-06-04;--:--;82.92
1944-06-05;--:--;84.47
1944-06-06;--:--;85.51
1944-06-07;--:--;87
1944-06-08;--:--;86.5
1944-06-09;--:--;85.39
1944-06-10;--:--;89.79
1944-06-11;--:--;87.75
1944-06-12;--:--;90.61
1944-06-13;--:--;88.48
1944-06-14;--:--;89.67
1944-06-15;--:--;92.93
1944-06-16;--:--;90.57
1944-06-17;--:--;92
1944-06-18;--:--;92.31
1944-06-19;--:--;90.72
1944-06-20;--:--;92.33
1944-06-21;--:--;91.09
1944-06-22;--:--;92.89
1944-06-23;--:--;91.79
1944-06-24;--:--;94.43
1944-06-25;--:--;95.12
1944-06-26;--:--;98.3
1944-06-27;--:--;92.83
1944-06-28;--:--;92.73
1944-06-29;--:--;96.63
1944-06-30;--:--;98.74
1944-07-01;--:--;94.6
1944-07-02;--:--;100.54
1944-07-03;--:--;101.93
1944-07-04;--:--;100.3
1944-07-05;--:--;95.7
1944-07-06;--:--;98.57
1944-07-07;--:--;97.02
1944-07-08;--:--;98.67
1944-07-09;--:--;99.46
1944-07-10;--:--;97.91
1944-07-11;--:--;100.74
1944-07-12;--:--;99.7
1944-07-13;--:--;99.71
1944-07-14;--:--;96.13
1944-07-15;--:--;100.54
1944-07-16;--:--;100.58
1944-07-17;--:--;102.47
1944-07-18;--:--;96.99
1944-07-19;--:--;100.36
1944-07-20;--:--;99.51
1944-07-21;--:--;98.09
1944-07-22;--:--;99.73
1944-07-23;--:--;100.52
1944-07-24;--:--;98.78
1944-07-25;--:--;98.84
1944-07-26;--:--;104.26
1944-07-27;--:--;95.84
1944-07-28;--:--;99.39
1944-07-29;--:--;97.59
1944-07-30;--:--;101.37
1944-07-31;--:--;97.43
1944-08-01;--:--;98.55
1944-08-02;--:--;100.5
1944-08-03;--:--;101.21
1944-08-04;--:--;100.66
1944-08-05;--:--;99.39
1944-08-06;--:--;102.38
1944-08-07;--:--;101.26
1944-08-08;--:--;96.87
1944-08-09;--:--;99.06
1944-08-10;--:--;101.63
1944-08-11;--:--;99.98
1944-08-12;--:--;102.71
1944-08-13;--:--;99.99
1944-08-14;--:--;98.91
1944-08-15;--:--;100.9
1944-08-16;--:--;99.96
1944-08-17;--:--;101.34
1944-08-18;--:--;101.83
1944-08-19;--:--;97.78
1944-08-20;--:--;100.76
1944-08-21;--:--;99.34
1944-08-22;--:--;101.37
1944-08-23;--:--;98.91
1944-08-24;--:--;96.5
1944-08-25;--:--;100.06
1944-08-26;--:--;101.15
1944-08-27;--:--;100.23
1944-08-28;--:--;100.92
1944-08-29;--:--;97.25
1944-08-30;--:--;100.24
1944-08-31;--:--;102.53
1944-09-01;--:--;103.28
1944-09-02;--:--;99.25
1944-09-03;--:--;101.6
1944-09-04;--:--;100.22
1944-09-05;--:--;99.03
1944-09-06;--:--;93.62
1944-09-07;--:--;99.52
1944-09-08;--:--;99.57
1944-09-09;--:--;93.65
1944-09-10;--:--;102.02
1944-09-11;--:--;96.23
1944-09-12;--:--;95.51
1944-09-13;--:--;97.48
1944-09-14;--:--;98.23
1944-09-15;--:--;97.37
1944-09-16;--:--;95.03
1944-09-17;--:--;94.76
1944-09-18;--:--;94.61
1944-09-19;--:--;93.27
1944-09-20;--:--;96.77
1944-09-21;--:--;92.97
1944-09-22;--:--;93.04
1944-09-23;--:--;95.43
1944-09-24;--:--;92
1944-09-25;--:--;91.35
1944-09-26;--:--;93.2
1944-09-27;--:--;95.09
1944-09-28;--:--;91.27
1944-09-29;--:--;87.69
1944-09-30;--:--;88.63
1944-10-01;--:--;87.37
1944-10-02;--:--;86.41
1944-10-03;--:--;87.07
1944-10-04;--:--;87.47
1944-10-05;--:--;89.52
1944-10-06;--:--;84.26
1944-10-07;--:--;82.91
1944-10-08;--:--;87.16
1944-10-09;--:--;82.54
1944-10-10;--:--;85.6
1944-10-11;--:--;81.27
1944-10-12;--:--;82.53
1944-10-13;--:--;80.02
1944-10-14;--:--;81.07
1944-10-15;--:--;79.24
1944-10-16;--:--;76.96
1944-10-17;--:--;76.91
1944-10-18;--:--;78.51
1944-10-19;--:--;77.61
1944-10-20;--:--;79.49
1944-10-21;--:--;83
1944-10-22;--:--;73.93
1944-10-23;--:--;77.58
1944-10-24;--:--;73.82
1944-10-25;--:--;74.78
1944-10-26;--:--;75.34
1944-10-27;--:--;74.13
1944-10-28;--:--;69.13
1944-10-29;--:--;70.88
1944-10-30;--:--;68.85
1944-10-31;--:--;71.79
1944-11-01;--:--;71.21
1944-11-02;--:--;68.19
1944-11-03;--:--;68.4
1944-11-04;--:--;65.59
1944-11-05;--:--;66.56
1944-11-06;--:--;66.9
1944-11-07;--:--;60.63
1944-11-08;--:--;64.83
1944-11-09;--:--;67.41
1944-11-10;--:--;61.46
1944-11-11;--:--;64.01
1944-11-12;--:--;59.93
1944-11-13;--:--;60.13
1944-11-14;--:--;62.19
1944-11-15;--:--;62.59
1944-11-16;--:--;61.74
1944-11-17;--:--;58.77
1944-11-18;--:--;56.73
1944-11-19;--:--;56.01
1944-11-20;--:--;54.3
1944-11-21;--:--;60.57
